prefilter_rank,feature_index,status,hits,hit_rate,mean_importance,max_importance,mutual_information,layer_index,aggregation_component,within_component_dim
25,4124,rejected,5,0.05,0.00024417644334152297,0.0013563314641188869,0.15053978562355042,2,mean,284
26,13526,confirmed,97,0.97,0.002854428309160753,0.007357809536310168,0.16823147237300873,6,mean,470
27,26987,rejected,28,0.28,0.0006532621608561734,0.002553478159453477,0.11500179767608643,12,mean,107
28,2053,rejected,0,0.0,0.0002518787273226113,0.0008884220756761841,0.1254950612783432,1,mean,517
29,2265,rejected,34,0.34,0.0007193119113472385,0.0024404754081549388,0.1483030766248703,1,mean,729
30,5089,confirmed,98,0.98,0.004642881470219431,0.011454826503915598,0.17647063732147217,3,max,481
31,21708,rejected,3,0.03,0.00018896921200256363,0.0014438967122181678,0.14449754357337952,10,min,204
32,6250,rejected,8,0.08,0.0002930223984496987,0.0018781553705244844,0.13180223107337952,3,mean,106
33,11155,confirmed,69,0.69,0.0015177550384050012,0.005676054589337876,0.16542714834213257,5,mean,403
34,11574,rejected,10,0.1,0.00032343012352574756,0.0012337530534648235,0.13974693417549133,6,max,54
35,2102,rejected,31,0.31,0.0006725062177533712,0.002823083114449769,0.12243473529815674,1,mean,566
36,15691,rejected,1,0.01,0.00017045768915730747,0.001018038485681695,0.13424135744571686,7,mean,331
37,2805,rejected,18,0.18,0.00045412964322338634,0.0017589578764084007,0.16725997626781464,2,max,501
38,21445,confirmed,95,0.95,0.002734649652302582,0.006985194861822348,0.18254441022872925,10,max,709
39,22570,rejected,15,0.15,0.0003634249117330371,0.0019285990390198152,0.12607815861701965,10,mean,298
40,4025,rejected,1,0.01,0.00020786965193050352,0.0009842046913932328,0.10770989209413528,2,mean,185
41,2196,rejected,4,0.04,0.0002021325779428152,0.0016005096683664038,0.0912870243191719,1,mean,660
42,16445,rejected,29,0.29,0.0007036164811747083,0.0024560326284157157,0.162025585770607,8,max,317
43,6849,confirmed,100,1.0,0.008505645519774865,0.017884157593166236,0.1998901218175888,3,mean,705
44,6189,rejected,3,0.03,0.00021672340170356418,0.0012186922284346867,0.13646015524864197,3,mean,45
45,1830,rejected,17,0.17,0.0004099619156496967,0.0015367966701152248,0.09505218267440796,1,mean,294
46,11787,tentative,42,0.42,0.0007986053357405011,0.003290161025050785,0.1386478692293167,6,max,267
47,27119,confirmed,94,0.94,0.004007905265946457,0.010962812069981759,0.15650443732738495,12,mean,239
48,8746,rejected,29,0.29,0.0006050429315729816,0.001976007774397045,0.15073296427726746,4,mean,298
49,13737,rejected,7,0.07,0.0003179276023207001,0.0014722856327350304,0.11929820477962494,6,mean,681
50,22877,rejected,3,0.03,0.00018186810459989644,0.0013314747763992444,0.1261134296655655,10,mean,605
51,9503,rejected,4,0.04,0.00021985126158275277,0.0014298332888971258,0.13833050429821014,5,max,287
52,21986,confirmed,100,1.0,0.012935161034782762,0.02669410311731084,0.17804314196109772,10,min,482
53,1875,rejected,5,0.05,0.0002858077645630822,0.0015706885382903324,0.09417839348316193,1,mean,339
54,18023,rejected,8,0.08,0.00029858215302170396,0.0018040114524249212,0.11383754760026932,8,mean,359
55,15271,confirmed,81,0.81,0.0025175574969259168,0.007183449401086821,0.19040966033935547,7,min,679
56,13238,rejected,11,0.11,0.0003591234118125351,0.0018955291555919533,0.09693364799022675,6,mean,182
57,22678,tentative,46,0.46,0.000969053581443132,0.0031958709768845285,0.10724078863859177,10,mean,406
58,290,tentative,48,0.48,0.0009789573829316464,0.003734891239262685,0.16381502151489258,1,max,290
59,7469,confirmed,83,0.83,0.002438525726950101,0.0074720292854126655,0.20421311259269714,4,max,557
60,4237,rejected,0,0.0,0.00010305214929802283,0.0006718762854557624,0.10712804645299911,2,mean,397
61,25367,rejected,5,0.05,0.00028092083208593584,0.0015474914965177447,0.11849323660135269,12,max,23
62,13163,confirmed,73,0.73,0.0015545225791681757,0.004567113985341189,0.1497969627380371,6,mean,107
63,2241,rejected,22,0.22,0.0005235659812404767,0.0018426747771781644,0.1135760024189949,1,mean,705
64,20170,rejected,4,0.04,0.00022374467820927144,0.0014707057565008824,0.10370591282844543,9,mean,202
65,6383,rejected,14,0.14,0.00044107186844775275,0.0019414284180950662,0.1011083796620369,3,mean,239
66,17975,tentative,42,0.42,0.0008129852368717125,0.0029721351426510467,0.1107901856303215,8,mean,311
67,1649,rejected,21,0.21,0.0005445285414847695,0.0018413170480217978,0.17188720405101776,1,mean,113
68,15988,rejected,26,0.26,0.0005341936146883535,0.001925912345969722,0.1213708147406578,7,mean,628
69,17651,confirmed,93,0.93,0.003558727550704929,0.008308211779386681,0.17171530425548553,8,min,755
70,4277,rejected,18,0.18,0.00045320940826437976,0.0022257191549131337,0.10910355299711227,2,mean,437
71,16449,rejected,13,0.13,0.00044089133079299554,0.002760276700525286,0.1443212330341339,8,max,321
72,24875,rejected,8,0.08,0.0002969033890710154,0.0012864784649345208,0.15977336466312408,11,mean,299
73,9035,rejected,3,0.03,0.00020897814541371128,0.0013008707326673042,0.09438741952180862,4,mean,587
74,4267,rejected,26,0.26,0.0005851934624152988,0.0020512406942802316,0.11672717332839966,2,mean,427
75,21651,rejected,11,0.11,0.0003317669260962556,0.001608385860735864,0.11702124029397964,10,min,147
76,1635,rejected,1,0.01,0.00018240041481107236,0.0009162952465706833,0.11412037163972855,1,mean,99
77,1881,rejected,5,0.05,0.0002691181645584741,0.00153514702832408,0.10068871080875397,1,mean,345
78,13329,rejected,10,0.1,0.0003692709331609251,0.002459019545097181,0.1050315573811531,6,mean,273
79,24976,rejected,14,0.14,0.0003523089382617003,0.0016833429695059599,0.16372711956501007,11,mean,400
80,16081,rejected,10,0.1,0.00035319149787213527,0.0013541365180123606,0.11017452925443649,7,mean,721
81,3089,rejected,13,0.13,0.00042944155455604325,0.001574587300399665,0.13616280257701874,2,min,17
82,15942,rejected,34,0.34,0.0006966835889529747,0.0021990369028034333,0.14720971882343292,7,mean,582
83,11405,rejected,17,0.17,0.0005042751908679862,0.0017207884825956579,0.10574456304311752,5,mean,653
84,13637,rejected,32,0.32,0.0006425272720399045,0.002996578046977687,0.13942617177963257,6,mean,581
85,14690,rejected,18,0.18,0.0005151927689009923,0.0017343719677095134,0.1179802343249321,7,min,98
86,8471,tentative,36,0.36,0.0007934909776102011,0.0035039916859857406,0.1083209440112114,4,mean,23
87,11214,rejected,13,0.13,0.0004165989679556939,0.0016279272294416236,0.09926218539476395,5,mean,462
88,6795,confirmed,100,1.0,0.009934055607541153,0.02023734377858196,0.18160831928253174,3,mean,651
89,4433,rejected,5,0.05,0.00024797684823385296,0.0010626746323588482,0.09261306375265121,2,mean,593
90,8237,confirmed,64,0.64,0.0013980925578296211,0.0067631172154130805,0.19289495050907135,4,min,557
91,1759,rejected,18,0.18,0.0005035519681665236,0.002718544267664637,0.09078928828239441,1,mean,223
92,25079,rejected,8,0.08,0.00033775290517154734,0.0015968088941842966,0.11310546100139618,11,mean,503
93,20012,tentative,51,0.51,0.0009799732260576273,0.0027237086286000106,0.11036694049835205,9,mean,44
94,3091,rejected,30,0.3,0.0006956780195278493,0.002357106470986229,0.1648663729429245,2,min,19
95,12219,rejected,20,0.2,0.0004932644858913079,0.002026239131849801,0.08954225480556488,6,max,699
96,24982,rejected,2,0.02,0.00022841979108531943,0.0010282865864662137,0.10440772771835327,11,mean,406
97,4299,rejected,2,0.02,0.00018837082203170788,0.001463000955481842,0.09710320830345154,2,mean,459
98,1700,rejected,26,0.26,0.0005536808562101453,0.001969950479822676,0.10524816066026688,1,mean,164
99,9913,confirmed,88,0.88,0.0023489621106331606,0.00624393779063338,0.15258650481700897,5,max,697
100,6713,rejected,25,0.25,0.0005614297885327327,0.002525340819388379,0.13494905829429626,3,mean,569
101,11403,rejected,31,0.31,0.0006881955803664853,0.002322414124471182,0.13495077192783356,5,mean,651
102,26143,rejected,2,0.02,0.00018822601180556986,0.0011000696825644684,0.11816868931055069,12,min,31
103,26865,rejected,0,0.0,0.0001468695889452577,0.00079464829160135,0.15266968309879303,12,min,753
104,10927,confirmed,85,0.85,0.002532897316492075,0.0061687892792647615,0.17469282448291779,5,mean,175
105,14468,rejected,25,0.25,0.0006464327738730009,0.0016424752440087772,0.13316623866558075,7,max,644
106,2064,rejected,4,0.04,0.0002605563625418075,0.0014060394376616849,0.07676999270915985,1,mean,528
107,24869,rejected,14,0.14,0.00045912904399725654,0.0017391706565455017,0.09988831728696823,11,mean,293
108,3848,tentative,46,0.46,0.0009087892384182035,0.00332118420540538,0.10500990599393845,2,mean,8
109,15821,rejected,30,0.3,0.0006833332908266671,0.0024777933529778365,0.11365513503551483,7,mean,461
110,7674,confirmed,78,0.78,0.001786821725659449,0.005333822590929712,0.12050015479326248,4,max,762
111,15786,rejected,18,0.18,0.0004717525226373925,0.0020583898038583864,0.12913982570171356,7,mean,426
112,17576,rejected,11,0.11,0.00038962590133492645,0.0014528935426242982,0.11888693273067474,8,min,680
113,11044,confirmed,99,0.99,0.005524056333807082,0.013019820405889358,0.14766825735569,5,mean,292
114,10778,confirmed,66,0.66,0.0011820604186615136,0.0033626397536388685,0.1018325611948967,5,mean,26
115,4304,rejected,0,0.0,0.0001118663266205281,0.0009023755498509145,0.07925087213516235,2,mean,464
116,923,rejected,23,0.23,0.000519196726048643,0.0020297427710247195,0.14273601770401,1,min,155
117,8552,confirmed,84,0.84,0.0023391518695840456,0.007344151337213665,0.13133668899536133,4,mean,104
118,2161,rejected,13,0.13,0.00038396383753580126,0.0015793790430348618,0.10699351131916046,1,mean,625
119,4185,rejected,8,0.08,0.0002999417927644274,0.0016396010571273873,0.08529531955718994,2,mean,345
120,4338,rejected,11,0.11,0.0003900633206259412,0.0017439325881378077,0.09365221858024597,2,mean,498
121,26533,rejected,25,0.25,0.0005283460747018061,0.0017337887318826118,0.12508969008922577,12,min,421
122,6191,confirmed,100,1.0,0.005700894815685826,0.011620828181515963,0.15646719932556152,3,mean,47
123,22349,rejected,9,0.09,0.00043006631210711966,0.001940797403230984,0.12347567826509476,10,mean,77
124,15593,tentative,34,0.34,0.0006952073641309454,0.002581983478791684,0.0974157378077507,7,mean,233
125,2220,rejected,3,0.03,0.0002644832174224968,0.0015373876473899087,0.08249584585428238,1,mean,684
126,20106,rejected,4,0.04,0.00022673574399961093,0.0010831156315645127,0.10994807630777359,9,mean,138
127,12908,tentative,45,0.45,0.0010393275934106696,0.0035437843000846927,0.14516669511795044,6,min,620
128,17985,tentative,35,0.35,0.0007407223282217773,0.002960474831430721,0.14243993163108826,8,mean,321
129,13642,tentative,60,0.6,0.0012473434549364758,0.004147280684472449,0.13102774322032928,6,mean,586
130,4187,rejected,9,0.09,0.0003587984837418824,0.0018636768696586707,0.09751413762569427,2,mean,347
131,15097,confirmed,99,0.99,0.004002024459282542,0.00995354538658851,0.1754555106163025,7,min,505
132,6391,rejected,15,0.15,0.0004573354989981473,0.002007398493056421,0.08532065153121948,3,mean,247
133,2035,rejected,5,0.05,0.0003332174817237817,0.0013294408883384845,0.08343468606472015,1,mean,499
134,12783,rejected,0,0.0,0.00016584471098126278,0.0008637305567916267,0.1270557940006256,6,min,495
135,1732,rejected,6,0.06,0.000277929646116718,0.0013977692830034827,0.0863347053527832,1,mean,196
136,5313,confirmed,100,1.0,0.010221488137587768,0.020174275932776136,0.16379240155220032,3,max,705
137,25170,rejected,5,0.05,0.00022372848615698378,0.0011722028125059954,0.10194370150566101,11,mean,594
138,25008,rejected,8,0.08,0.0003703780009098581,0.001459057707181628,0.0861479640007019,11,mean,432
139,2279,rejected,16,0.16,0.0004048117138156521,0.001887579980937319,0.08776716142892838,1,mean,743
140,5335,confirmed,100,1.0,0.0073799968952142645,0.01754262762602666,0.1709160953760147,3,max,727
141,24797,rejected,4,0.04,0.00024126454356060054,0.0013044306869441809,0.13729038834571838,11,mean,221
142,26321,rejected,24,0.24,0.000555894042282385,0.0018328749990807228,0.0929257944226265,12,min,209
143,5945,rejected,32,0.32,0.0007157471446902316,0.0033094698369243655,0.13810071349143982,3,min,569
144,1708,rejected,1,0.01,0.0001510895413997679,0.0013313674506156383,0.087355837225914,1,mean,172
145,17382,rejected,1,0.01,0.00018843834977914098,0.0009028924845597313,0.11732059717178345,8,min,486
146,15824,rejected,3,0.03,0.00019243648882506087,0.001124625539098235,0.08541423827409744,7,mean,464
147,7001,tentative,52,0.52,0.0010842053315287955,0.0037102981688038345,0.14512589573860168,4,max,89
148,6217,confirmed,86,0.86,0.003030744251896065,0.00909985803039198,0.1548803150653839,3,mean,73
149,1609,rejected,19,0.19,0.00046887791330025414,0.0029142790434212753,0.08229754120111465,1,mean,73
150,11158,confirmed,87,0.87,0.002432686951026085,0.007127130545680307,0.10211706161499023,5,mean,406
151,3832,tentative,63,0.63,0.0013090693262766129,0.004825383862366283,0.14178165793418884,2,min,760
152,13091,rejected,7,0.07,0.00028428959247259254,0.0014075010588291575,0.12025842070579529,6,mean,35
153,1953,rejected,5,0.05,0.00023029313914432238,0.0013478421403907126,0.07940858602523804,1,mean,417
154,10932,rejected,15,0.15,0.0003832851604387869,0.0013549517782615696,0.10447719693183899,5,mean,180
155,15941,confirmed,92,0.92,0.0024664799513395143,0.007365483562845292,0.16758602857589722,7,mean,581
156,6176,rejected,4,0.04,0.00025267069956592334,0.0016600788919508829,0.09800972044467926,3,mean,32
157,1895,rejected,7,0.07,0.00030896740307592257,0.0015326091600760825,0.09254086762666702,1,mean,359
158,6871,confirmed,100,1.0,0.011594822430797283,0.02025792657032706,0.1677689254283905,3,mean,727
159,13095,rejected,3,0.03,0.00023767978614375418,0.0010070354506652912,0.12030771374702454,6,mean,39
160,2306,rejected,19,0.19,0.0004458776055563575,0.002573767702842833,0.13769860565662384,2,max,2
161,17401,confirmed,84,0.84,0.0023418815422768936,0.007141794388126533,0.16157618165016174,8,min,505
162,20264,rejected,4,0.04,0.00028860692500865367,0.001635163885956786,0.10028920322656631,9,mean,296
163,4284,rejected,17,0.17,0.00045981916727607665,0.0016471093646539074,0.08506206423044205,2,mean,444
164,20386,rejected,3,0.03,0.00022656336025082997,0.0011813076000102979,0.09231693297624588,9,mean,418
165,9105,rejected,13,0.13,0.00040470090093851316,0.001577452845295502,0.09256720542907715,4,mean,657
166,1826,rejected,27,0.27,0.0006482584993551452,0.00270127823297901,0.11609816551208496,1,mean,290
167,22364,rejected,2,0.02,0.0001308718521629686,0.0011945018468178094,0.1025753915309906,10,mean,92
168,3709,rejected,0,0.0,0.00015447713714157227,0.0008645453571444693,0.12680980563163757,2,min,637
169,14784,confirmed,72,0.72,0.001577013514523163,0.004330285721894658,0.13379517197608948,7,min,192
170,3993,rejected,12,0.12,0.0004227884838344252,0.0020346971404725774,0.08218150585889816,2,mean,153
171,15743,confirmed,94,0.94,0.0034226828851166135,0.008455142011661906,0.14929285645484924,7,mean,383
172,18423,tentative,41,0.41,0.0008548598154883563,0.0032637224888469487,0.12916378676891327,8,mean,759
173,9184,rejected,20,0.2,0.0005824773791128267,0.002176399782030265,0.09741178154945374,4,mean,736
174,294,tentative,36,0.36,0.0007342777198870532,0.0031002801114723,0.10985488444566727,1,max,294
175,15532,rejected,2,0.02,0.00024173135744480725,0.001265986802464945,0.12853369116783142,7,mean,172
176,15921,rejected,9,0.09,0.0003631511045460957,0.0015027616479618092,0.09570914506912231,7,mean,561
177,2223,rejected,26,0.26,0.0005105635136460022,0.0018954684677999474,0.07276380807161331,1,mean,687
178,20893,rejected,10,0.1,0.00033232992586231165,0.0014727432853001673,0.11384805291891098,10,max,157
179,3475,confirmed,92,0.92,0.0033317417954902002,0.008954564353487333,0.15445607900619507,2,min,403
180,4058,rejected,7,0.07,0.00028975055095978764,0.0016477356614734019,0.08048349618911743,2,mean,218
181,20813,rejected,4,0.04,0.000243610809541823,0.0012017951835734785,0.1046261191368103,10,max,77
182,24949,rejected,33,0.33,0.0007266936109286203,0.0021395074323981673,0.10907550156116486,11,mean,373
183,11050,rejected,23,0.23,0.0005564393505239113,0.00165023725584871,0.09943406283855438,5,mean,298
184,1866,rejected,16,0.16,0.00043454005392683763,0.0031804049565479103,0.08994963765144348,1,mean,330
185,18133,rejected,24,0.24,0.0006303028830631758,0.002902203765071622,0.11947043985128403,8,mean,469
186,16553,confirmed,78,0.78,0.001864520120748384,0.005696267126203894,0.12703782320022583,8,max,425
187,4246,rejected,4,0.04,0.00027198155601651676,0.0010394365558923629,0.07088368386030197,2,mean,406
188,15668,rejected,2,0.02,0.00022931290437502776,0.00129547319516647,0.11246021836996078,7,mean,308
189,22655,confirmed,91,0.91,0.0029807876007586936,0.008119959868568382,0.16811813414096832,10,mean,383
190,1553,rejected,11,0.11,0.00037036697726532315,0.001912028625758773,0.0823047086596489,1,mean,17
191,20224,rejected,5,0.05,0.00038177202711396646,0.0020485729694073628,0.10514134913682938,9,mean,256
192,6103,confirmed,99,0.99,0.009580655139720727,0.0192280829105495,0.15841533243656158,3,min,727
193,1597,rejected,8,0.08,0.00035229152320029615,0.002263556882388709,0.08986815065145493,1,mean,61
194,493,tentative,50,0.5,0.0010833458850817886,0.0036587373535109315,0.12039818614721298,1,max,493
195,4523,rejected,6,0.06,0.0002442055120175727,0.001194358512977689,0.09438198804855347,2,mean,683
196,2207,rejected,32,0.32,0.0006598196234942979,0.0021456766095987313,0.08622558414936066,1,mean,671
197,20794,rejected,6,0.06,0.0003115823974678831,0.0012025389027805625,0.13657772541046143,10,max,58
198,9119,rejected,4,0.04,0.00026545165269719164,0.0010092078003806509,0.10453564673662186,4,mean,671
199,24707,rejected,0,0.0,0.00010739967976325371,0.0008413542105848729,0.08048822730779648,11,mean,131
200,6621,confirmed,99,0.99,0.004448541547298596,0.009243557511322774,0.11059783399105072,3,mean,477
201,20174,rejected,23,0.23,0.0005479403655866923,0.001993481217560613,0.09426658600568771,9,mean,206
202,10840,rejected,12,0.12,0.00033280725179912757,0.0020511925866353786,0.12140335142612457,5,mean,88
203,3769,rejected,25,0.25,0.0005607768918406762,0.0027992845206633913,0.10200174897909164,2,min,697
204,27194,rejected,26,0.26,0.0006274011694619662,0.0024161148083608392,0.09983120858669281,12,mean,314
205,1633,rejected,5,0.05,0.00018905200152414183,0.0012003325260285956,0.08567305654287338,1,mean,97
206,20354,confirmed,99,0.99,0.005065802616489229,0.012955878767271792,0.16240163147449493,9,mean,386
207,3892,rejected,29,0.29,0.000705660073255458,0.003688750907065003,0.10000671446323395,2,mean,52
208,5573,rejected,5,0.05,0.00031335876881735073,0.0013465780811048225,0.09857931733131409,3,min,197
209,4401,rejected,6,0.06,0.0002468022636554815,0.001282072976020171,0.11222907155752182,2,mean,561
210,2765,tentative,65,0.65,0.0011465204105205941,0.0033652730807894496,0.11296603828668594,2,max,461
211,18351,rejected,24,0.24,0.0005399279700061907,0.001981621629219531,0.10416147857904434,8,mean,687
212,13331,confirmed,67,0.67,0.00142731223621513,0.005671289682189119,0.12128360569477081,6,mean,275
213,22798,rejected,16,0.16,0.00039980531963766864,0.0015582794782291612,0.09834437072277069,10,mean,526
214,22708,tentative,42,0.42,0.0008371666648875615,0.002547526879684963,0.1121644526720047,10,mean,436
215,6786,rejected,26,0.26,0.0005678870920119553,0.0021145254114187245,0.08281420916318893,3,mean,642
216,12828,confirmed,78,0.78,0.0015469376936280352,0.0038830258867248303,0.12559455633163452,6,min,540
217,17217,rejected,22,0.22,0.00043251006600233326,0.0016822131128129943,0.14770032465457916,8,min,321
218,1983,rejected,6,0.06,0.000286130328372302,0.0019929774632633196,0.08822724968194962,1,mean,447
219,2106,tentative,51,0.51,0.0011118637999755336,0.00349849986291857,0.13306109607219696,1,mean,570
220,13941,rejected,4,0.04,0.00027731163642546845,0.0014432205014980738,0.1259092390537262,7,max,117
221,13444,rejected,30,0.3,0.0005737197552761965,0.002047990256421041,0.1163846105337143,6,mean,388
222,6754,confirmed,84,0.84,0.002138283641112872,0.007714182920530566,0.11561724543571472,3,mean,610
223,5186,rejected,6,0.06,0.000311147633627213,0.0015956786526022462,0.1378619223833084,3,max,578
224,4368,rejected,2,0.02,0.00021222306904938873,0.001331070886526059,0.08075039088726044,2,mean,528
225,20365,rejected,19,0.19,0.0005117236469622787,0.0024772679382692197,0.1307668536901474,9,mean,397
226,20003,tentative,42,0.42,0.0008213521991290247,0.0022613854268588056,0.10251297801733017,9,mean,35
227,21655,rejected,6,0.06,0.0002691239960927042,0.0015870469624782472,0.07912679761648178,10,min,151
228,2226,rejected,12,0.12,0.00033407504020361754,0.001937800360065368,0.07921585440635681,1,mean,690
229,2293,rejected,10,0.1,0.0003690830254716207,0.002426162408335374,0.07409730553627014,1,mean,757
230,13654,confirmed,98,0.98,0.005018530181795039,0.017977969243934817,0.15283025801181793,6,mean,598
231,4216,rejected,3,0.03,0.00018956613969198997,0.000996187734324429,0.07751548290252686,2,mean,376
232,6120,rejected,17,0.17,0.0004368688585549437,0.001564622279101125,0.11272858083248138,3,min,744
233,21960,rejected,8,0.08,0.0003179350394094703,0.0016987250783514103,0.09962382167577744,10,min,456
234,6695,rejected,19,0.19,0.0005235849160639776,0.002150493163975554,0.11537081003189087,3,mean,551
235,15479,rejected,15,0.15,0.00047570934011847727,0.0021246778857852396,0.08950185030698776,7,mean,119
236,11502,rejected,12,0.12,0.0003822705959302598,0.0024003571841228616,0.12621642649173737,5,mean,750
237,21686,rejected,5,0.05,0.0002903141956856829,0.0013021697231725545,0.12124743312597275,10,min,182
238,1892,rejected,4,0.04,0.00021331175086294302,0.0015174350800146474,0.08003882318735123,1,mean,356
239,17681,confirmed,88,0.88,0.0027208621861197703,0.010584789573035285,0.12151063978672028,8,mean,17
240,8337,rejected,33,0.33,0.000804379568562666,0.002931897092173067,0.11312972754240036,4,min,657
241,347,tentative,41,0.41,0.0008595045089174074,0.0025938692872873054,0.11828897148370743,1,max,347
242,17824,rejected,1,0.01,0.00018094514496798842,0.0011371362283243282,0.09613367170095444,8,mean,160
243,6356,rejected,12,0.12,0.0004330826669004495,0.0014983502150617686,0.13705439865589142,3,mean,212
244,6420,tentative,35,0.35,0.0008109664799370421,0.0027555605542845755,0.0952906459569931,3,mean,276
245,21729,rejected,26,0.26,0.0006612620418653073,0.001999225033492617,0.12525273859500885,10,min,225
246,22780,rejected,20,0.2,0.0005256892807446463,0.002382893051291092,0.09821604937314987,10,mean,508
247,15423,confirmed,73,0.73,0.0017930054436718368,0.005244958913656673,0.11311197280883789,7,mean,63
248,4084,rejected,2,0.02,0.00011895543899858153,0.0012992038781531605,0.10367603600025177,2,mean,244
249,1958,rejected,5,0.05,0.00030055527288843986,0.0013881625050489244,0.06934908777475357,1,mean,422
250,24644,rejected,15,0.15,0.000425088968860364,0.0020798342681117798,0.1147824227809906,11,mean,68
251,14952,rejected,17,0.17,0.00044401081545552656,0.0022724654225095456,0.09739460796117783,7,min,360
252,4549,tentative,57,0.57,0.0012447275059050585,0.005447402934952336,0.1503198891878128,2,mean,709
253,11215,rejected,12,0.12,0.00039500383764452937,0.001599291620182835,0.08415021002292633,5,mean,463
254,22315,confirmed,97,0.97,0.0031017959061169177,0.009124649611976302,0.15288569033145905,10,mean,43
255,4439,rejected,3,0.03,0.0002012805945501996,0.0010813337304641567,0.08811686187982559,2,mean,599
256,17873,rejected,10,0.1,0.0003576365677525242,0.0020380887361357005,0.12202262878417969,8,mean,209
257,121,tentative,47,0.47,0.0009727326161977023,0.00354148271155842,0.13395491242408752,1,max,121
258,24596,rejected,14,0.14,0.00046682482204844414,0.0017861072263009293,0.09354248642921448,11,mean,20
259,16880,rejected,9,0.09,0.0003125240728921194,0.0014490916386970668,0.09665895998477936,8,max,752
260,4040,rejected,22,0.22,0.0005134310650640904,0.0018024595402438628,0.12605254352092743,2,mean,200
261,17672,confirmed,82,0.82,0.0016895242722691415,0.005125042257271268,0.12737727165222168,8,mean,8
262,6366,confirmed,68,0.68,0.0015001782153321206,0.005075119857972506,0.11417952179908752,3,mean,222
263,4199,rejected,6,0.06,0.0002917298619488492,0.0015132052412562325,0.08656898140907288,2,mean,359
264,8955,rejected,1,0.01,0.0001963884981792367,0.0008593945542919473,0.07519973069429398,4,mean,507
265,5061,rejected,4,0.04,0.00023068960190215836,0.0010981769910995735,0.10974713414907455,3,max,453
266,25890,rejected,9,0.09,0.00034300955028338203,0.00179221215622342,0.09206873178482056,12,max,546
267,4583,rejected,28,0.28,0.0007054263437448834,0.002763003047542797,0.07471006363630295,2,mean,743
268,4198,rejected,16,0.16,0.00043781871473014933,0.001957588768579803,0.08247167617082596,2,mean,358
269,4273,rejected,1,0.01,0.0001366409160620514,0.0012442294686000786,0.06937530636787415,2,mean,433
270,18535,rejected,21,0.21,0.0005881492170513377,0.0026291190829491246,0.13292452692985535,9,max,103
271,22381,confirmed,92,0.92,0.00306143467257453,0.009313013198984548,0.160589337348938,10,mean,109
272,1897,rejected,2,0.02,0.00017331672834969443,0.000936032308202958,0.07390587776899338,1,mean,361
273,24654,tentative,52,0.52,0.0009799186073607134,0.0032357925095929676,0.10274696350097656,11,mean,78
274,2291,tentative,50,0.5,0.0009381596155698425,0.003491999458186855,0.07996419817209244,1,mean,755
275,18396,confirmed,82,0.82,0.0023424998867001183,0.006585209708173133,0.16483554244041443,8,mean,732
276,4008,rejected,25,0.25,0.0006244529189378266,0.0023362473030954763,0.14460018277168274,2,mean,168
277,16326,rejected,10,0.1,0.0004047730211522176,0.001831702026132746,0.11679292470216751,8,max,198
278,16095,rejected,12,0.12,0.0005471643037902111,0.003212230292671527,0.08561576902866364,7,mean,735
279,6413,rejected,13,0.13,0.00039902006345942894,0.001702786951403822,0.07342466711997986,3,mean,269
280,18153,rejected,4,0.04,0.00021294610699837982,0.0014008271180329386,0.08977421373128891,8,mean,489
281,15782,tentative,44,0.44,0.0008400560748890769,0.003692293166941226,0.12936054170131683,7,mean,422
282,6829,rejected,7,0.07,0.00033489504029643913,0.0018979385743230115,0.07423137873411179,3,mean,685
283,8880,rejected,28,0.28,0.0006496227138281485,0.0025011207846001604,0.13280384242534637,4,mean,432
284,24865,rejected,11,0.11,0.0004258911999628064,0.0014161308018758741,0.07399002462625504,11,mean,289
285,2296,tentative,34,0.34,0.0006915636936656881,0.002241876546072437,0.08151490986347198,1,mean,760
286,485,rejected,22,0.22,0.0005270738821252005,0.0022077722749940672,0.11593075096607208,1,max,485
287,8613,confirmed,99,0.99,0.00566744415865475,0.01328393698429659,0.1278228610754013,4,mean,165
288,1799,rejected,2,0.02,0.0002496013287857291,0.001261727991646666,0.07233262807130814,1,mean,263
289,12160,tentative,36,0.36,0.000734602447874648,0.0024935062391104957,0.11132807284593582,6,max,640
290,11243,tentative,35,0.35,0.0007459242088281322,0.002967784407560615,0.12797413766384125,5,mean,491
291,10985,rejected,24,0.24,0.0006111297453649865,0.0022233692566976763,0.10331182926893234,5,mean,233
292,16039,confirmed,86,0.86,0.002467649466750032,0.007883901606181765,0.13897494971752167,7,mean,679
293,1632,rejected,1,0.01,0.00017183556532898044,0.0008112378312412467,0.07998555153608322,1,mean,96
294,27575,confirmed,76,0.76,0.002002096443338634,0.005572052053269084,0.12056402117013931,12,mean,695
295,22922,rejected,18,0.18,0.000506698721282594,0.0021180895883973544,0.07865237444639206,10,mean,650
296,4231,rejected,0,0.0,0.00020565759941291816,0.0008556575778858266,0.0683300793170929,2,mean,391
297,1520,rejected,16,0.16,0.00041096506756871853,0.001990290389347942,0.11456123739480972,1,min,752
298,17741,rejected,0,0.0,0.00017337082568485713,0.000774084422220177,0.07963269203901291,8,mean,77
299,6847,rejected,1,0.01,0.00017487916784535848,0.0008735801762825064,0.10306136310100555,3,mean,703
300,19260,rejected,9,0.09,0.0003303890799896299,0.001865195754431369,0.10272029042243958,9,min,60
301,3975,confirmed,96,0.96,0.0037470835822920345,0.00995245549636292,0.14783091843128204,2,mean,135
