prefilter_rank,feature_index,status,hits,hit_rate,mean_importance,max_importance,mutual_information,layer_index,aggregation_component,within_component_dim
302,16870,rejected,24,0.24,0.0005335774439191889,0.002507600535895556,0.1310621052980423,8,max,742
303,27181,rejected,13,0.13,0.00042567601984066833,0.001955740409504121,0.08920013159513474,12,mean,301
304,25790,rejected,2,0.02,0.0002703544064937034,0.001050004153451751,0.09075348824262619,12,max,446
305,4098,rejected,1,0.01,0.00016062707314115396,0.0009093289818642327,0.103107750415802,2,mean,258
306,10960,rejected,8,0.08,0.0003135106994209494,0.0016708838473636389,0.0782003328204155,5,mean,208
307,8671,tentative,60,0.6,0.001370315510491543,0.0055956668076217785,0.1328480839729309,4,mean,223
308,1391,rejected,17,0.17,0.0004610325338495904,0.0016366363578952145,0.1241295337677002,1,min,623
309,513,confirmed,72,0.72,0.0014555833394496675,0.0038920334637734884,0.11322520673274994,1,max,513
310,4201,rejected,28,0.28,0.000575314806021665,0.002616288175248832,0.07905703037977219,2,mean,361
311,15016,rejected,18,0.18,0.0004521472464171929,0.002901982113963161,0.11128327250480652,7,min,424
312,13438,confirmed,83,0.83,0.0022225091272802646,0.006649426285941959,0.14654111862182617,6,mean,382
313,20914,rejected,4,0.04,0.0002392554951468114,0.001354508303685999,0.08556731045246124,10,max,178
314,15634,rejected,6,0.06,0.000321732908839077,0.0014818523822338642,0.09553877264261246,7,mean,274
315,9185,confirmed,99,0.99,0.007191916514021787,0.01914329549339561,0.14492200314998627,4,mean,737
316,4587,rejected,2,0.02,0.0002117352591478278,0.0010267306940609194,0.07424751669168472,2,mean,747
317,6112,rejected,32,0.32,0.0007045241465130854,0.004419440094306059,0.11701150983572006,3,min,736
318,22518,rejected,3,0.03,0.00017788902103933995,0.001104778427378772,0.0756927877664566,10,mean,246
319,20459,rejected,6,0.06,0.00021855270988442138,0.00125921824915533,0.08114609867334366,9,mean,491
320,1846,rejected,3,0.03,0.00020220257117021368,0.0012552365770287384,0.062821164727211,1,mean,310
321,345,rejected,26,0.26,0.0006121031238455011,0.00202438813304094,0.11294441670179367,1,max,345
322,27089,rejected,23,0.23,0.0005908709946731283,0.0021980029742672802,0.0884874165058136,12,mean,209
323,24771,rejected,11,0.11,0.0004095361974084674,0.002077039219127246,0.10279424488544464,11,mean,195
324,23550,rejected,13,0.13,0.0004133574960128325,0.0016109189086088306,0.1180088147521019,11,max,510
325,3981,rejected,0,0.0,0.0001874251476719452,0.0009129682257000774,0.0736813023686409,2,mean,141
326,14396,rejected,11,0.11,0.0003620964441775814,0.0021133504060475115,0.10688814520835876,7,max,572
327,15476,confirmed,73,0.73,0.001647474368432141,0.005026301593622125,0.09937974065542221,7,mean,116
328,6516,rejected,12,0.12,0.00043016836362845014,0.0018807483219965356,0.07878413796424866,3,mean,372
329,6336,tentative,52,0.52,0.0011202023058533113,0.0037776113371719763,0.09430668503046036,3,mean,192
330,21026,tentative,53,0.53,0.0011609124997294506,0.004204933886862237,0.13632990419864655,10,max,290
331,10833,rejected,10,0.1,0.0003879988078522004,0.0015719509779275327,0.09435715526342392,5,mean,81
332,4394,rejected,16,0.16,0.00040723461446458915,0.002387384148847606,0.06710555404424667,2,mean,554
333,2203,rejected,7,0.07,0.0002834311158989632,0.0014665279814758939,0.07441729307174683,1,mean,667
334,8331,tentative,43,0.43,0.0008577927856972664,0.0025786917519405902,0.11780742555856705,4,min,651
335,15566,rejected,1,0.01,0.00018728038063472836,0.0012187552545984187,0.08843805640935898,7,mean,206
336,14275,confirmed,66,0.66,0.0015815799730022825,0.005414808028865098,0.15389475226402283,7,max,451
337,1902,rejected,22,0.22,0.0005910995505006407,0.0030470133984830962,0.11900120228528976,1,mean,366
338,97,tentative,57,0.57,0.0011796873777034972,0.003266263906258034,0.12028620392084122,1,max,97
339,22590,confirmed,75,0.75,0.0015783870072185499,0.00391769132949859,0.09207328408956528,10,mean,318
340,19934,rejected,26,0.26,0.0005952900164298173,0.0026501640027972303,0.1094074547290802,9,min,734
341,1838,rejected,9,0.09,0.000390288999850426,0.001669422690202437,0.07353699207305908,1,mean,302
342,26962,rejected,4,0.04,0.00028939736367779474,0.0012009868823528642,0.09358623623847961,12,mean,82
343,3810,rejected,29,0.29,0.0006129444999865522,0.0022063228257930326,0.11398515105247498,2,min,738
344,2278,rejected,16,0.16,0.0004561507343781514,0.0025692778789264724,0.07041402906179428,1,mean,742
345,11408,tentative,48,0.48,0.0011177482465711895,0.0046224651402767825,0.1264188289642334,5,mean,656
346,22673,rejected,17,0.17,0.00043318934734913063,0.0015977947303758846,0.08522164076566696,10,mean,401
347,14636,rejected,12,0.12,0.0003946353075815079,0.0012835432516661947,0.09988019615411758,7,min,44
348,22496,rejected,3,0.03,0.00020520374319460977,0.0012877387778150048,0.07418875396251678,10,mean,224
349,22706,rejected,1,0.01,0.00017503602059351175,0.0009572584712936394,0.08673563599586487,10,mean,434
350,4968,rejected,14,0.14,0.0004174575196451774,0.0024768335747018377,0.14038874208927155,3,max,360
351,11163,tentative,57,0.57,0.0011592016416870376,0.005548099590365453,0.10483963787555695,5,mean,411
352,15724,confirmed,85,0.85,0.0020017633223465493,0.0059055638636658974,0.12633775174617767,7,mean,364
353,6158,rejected,13,0.13,0.0004655833492278405,0.001810471339360263,0.06364291906356812,3,mean,14
354,4987,rejected,34,0.34,0.0007705601611843861,0.0033654897217885163,0.11918732523918152,3,max,379
355,20124,rejected,2,0.02,0.00026351637501978204,0.0011622088913915917,0.07771505415439606,9,mean,156
356,746,tentative,35,0.35,0.0006638335006088612,0.0023755968452323696,0.1132756844162941,1,max,746
357,22863,rejected,11,0.11,0.0003729474248691814,0.0019436349417733334,0.08771444857120514,10,mean,591
358,4419,rejected,11,0.11,0.0003840576423285392,0.0016755786255819316,0.0644514411687851,2,mean,579
359,3876,rejected,32,0.32,0.0007020322980681177,0.004027309711945304,0.10939940065145493,2,mean,36
360,18190,tentative,58,0.58,0.0010876691861364902,0.0030687222115684987,0.11572262644767761,8,mean,526
361,3983,rejected,12,0.12,0.00034471158038978255,0.001646590643172083,0.05758040025830269,2,mean,143
362,312,rejected,23,0.23,0.0005835780830549514,0.0018624992639324667,0.11221680045127869,1,max,312
363,20315,confirmed,70,0.7,0.0016722649193148217,0.004339207570841722,0.1295810490846634,9,mean,347
364,3961,confirmed,91,0.91,0.0023017340487357595,0.006519013861042211,0.09969016909599304,2,mean,121
365,4778,tentative,44,0.44,0.0008917423166399358,0.0029629986911392596,0.13486453890800476,3,max,170
366,14141,rejected,19,0.19,0.0005961856467876631,0.002562561011755778,0.10852989554405212,7,max,317
367,13262,rejected,7,0.07,0.00033017213422472465,0.0013342248031157592,0.09818518906831741,6,mean,206
368,18050,confirmed,100,1.0,0.007006228956182354,0.015424386476981328,0.1585763543844223,8,mean,386
369,23531,rejected,24,0.24,0.0005413726084467297,0.0022935440509611786,0.12379015982151031,11,max,491
370,11501,rejected,14,0.14,0.00044883490765059564,0.0015724829109998405,0.09173541516065598,5,mean,749
371,2256,rejected,8,0.08,0.0002742546250325092,0.001514796352241912,0.07655259966850281,1,mean,720
372,20514,rejected,2,0.02,0.00022579158956761088,0.0011349275041498733,0.09316636621952057,9,mean,546
373,23875,rejected,20,0.2,0.0005267246275373374,0.0024064881204205967,0.12509185075759888,11,min,67
374,11250,tentative,38,0.38,0.0007632065682965413,0.0026496084327373814,0.08775220066308975,5,mean,498
375,6291,tentative,46,0.46,0.0008607270973595133,0.0031356115207256596,0.12194929271936417,3,mean,147
376,20853,tentative,63,0.63,0.0014348523207375853,0.004530222604023072,0.1019940972328186,10,max,117
377,14364,rejected,11,0.11,0.000419821786099779,0.002985150851216125,0.14862747490406036,7,max,540
378,3864,rejected,6,0.06,0.0003207245167833816,0.0016019455012994312,0.07792357355356216,2,mean,24
379,4639,rejected,10,0.1,0.0003454318389537341,0.001441542544189418,0.12156721204519272,3,max,31
380,4526,rejected,0,0.0,0.00010372186766863489,0.0007558802025832711,0.08012832701206207,2,mean,686
381,25015,rejected,30,0.3,0.0006533229915890375,0.0032578654165410135,0.11781203001737595,11,mean,439
382,26976,rejected,0,0.0,0.00014645292626586198,0.0008207420997513885,0.07245638221502304,12,mean,96
383,1628,rejected,5,0.05,0.00028412091248019233,0.0013404296438347734,0.07612941414117813,1,mean,92
384,1911,rejected,2,0.02,0.00023609962415718568,0.0014121038336489407,0.07841508835554123,1,mean,375
385,18815,confirmed,74,0.74,0.001961467222553341,0.005420676414290606,0.1624571681022644,9,max,383
386,8554,rejected,24,0.24,0.0005965772103918048,0.002975891638129458,0.08393627405166626,4,mean,106
387,11563,rejected,5,0.05,0.00025682224719215545,0.0014090094079071594,0.10131274163722992,6,max,43
388,1647,rejected,1,0.01,0.0001498140669347999,0.0009202945539183969,0.09340666234493256,1,mean,111
389,11278,rejected,6,0.06,0.0002949481263144928,0.0012466685288262053,0.0794919952750206,5,mean,526
390,16271,confirmed,97,0.97,0.004584524544387064,0.011166759077583877,0.13554173707962036,8,max,143
391,1798,rejected,1,0.01,0.00014713659700316839,0.0010234319889818443,0.07439065724611282,1,mean,262
392,21475,rejected,1,0.01,0.00011506326628878981,0.000766258430534292,0.0748923271894455,10,max,739
393,3082,rejected,19,0.19,0.000437393787165066,0.001936902859373874,0.11242172122001648,2,min,10
394,22567,rejected,24,0.24,0.000555358918126648,0.002088026448439522,0.09699009358882904,10,mean,295
395,1802,rejected,2,0.02,0.0001758865139216239,0.001049559673698223,0.06756892055273056,1,mean,266
396,20536,rejected,21,0.21,0.000584808638352579,0.0027611408750205266,0.1042257770895958,9,mean,568
397,1623,rejected,32,0.32,0.0007004298782998995,0.0032518068484599944,0.0819854810833931,1,mean,87
398,7823,rejected,7,0.07,0.0002466996986573592,0.0019234390427449242,0.13650064170360565,4,min,143
399,10855,confirmed,72,0.72,0.0016978719669583605,0.004763937516718121,0.09855575859546661,5,mean,103
400,27555,rejected,3,0.03,0.00017095937988007197,0.0012657187016642864,0.07232597470283508,12,mean,675
401,6701,confirmed,98,0.98,0.006574116307749361,0.014107696889943098,0.16405881941318512,3,mean,557
402,19673,rejected,15,0.15,0.0004992734469771699,0.0020342137802861525,0.10769657790660858,9,min,473
403,24526,rejected,9,0.09,0.00030998602558999534,0.001356602242135659,0.07663505524396896,11,min,718
404,3962,rejected,8,0.08,0.0003293060615829472,0.0017462294016818444,0.06756152212619781,2,mean,122
405,15871,rejected,21,0.21,0.0004947609406849721,0.0026236186117111217,0.08099483698606491,7,mean,511
406,4531,rejected,13,0.13,0.0004068824979253765,0.0017411568920731673,0.06851959228515625,2,mean,691
407,23684,tentative,36,0.36,0.0006632059551807581,0.0019213566395851007,0.10965842753648758,11,max,644
408,25048,rejected,3,0.03,0.00018550003175106113,0.0010162400353063167,0.07437767088413239,11,mean,472
409,6781,confirmed,74,0.74,0.0014752043924872121,0.003641458720221307,0.11302179843187332,3,mean,637
410,4417,confirmed,74,0.74,0.001684219234635134,0.00527899737272585,0.09875281900167465,2,mean,577
411,1122,rejected,4,0.04,0.00018715817043219425,0.001211761758583414,0.11039894819259644,1,min,354
412,6262,tentative,62,0.62,0.0013882517640475987,0.0068805842425683165,0.12849636375904083,3,mean,118
413,161,rejected,3,0.03,0.00018700717745301788,0.0017703277091266401,0.1053365170955658,1,max,161
414,4437,rejected,12,0.12,0.0003754815404938519,0.0014753542621204143,0.0898129940032959,2,mean,597
415,8629,rejected,30,0.3,0.0006876147429109546,0.002718682152854352,0.11420972645282745,4,mean,181
416,24627,rejected,30,0.3,0.0006712932255137738,0.0032973799228838575,0.12222311645746231,11,mean,51
417,16938,rejected,26,0.26,0.0005137285522754411,0.002448581807356927,0.09577036648988724,8,min,42
418,26034,rejected,6,0.06,0.0002705019334924074,0.0015140378386150832,0.09496762603521347,12,max,690
419,13120,confirmed,97,0.97,0.0035235196292138695,0.00821160158480631,0.1240730881690979,6,mean,64
420,26667,rejected,1,0.01,0.00020949458694032337,0.0009525925213524305,0.1026078388094902,12,min,555
421,2094,rejected,6,0.06,0.00024870456785932546,0.0013489401616995304,0.05942106246948242,1,mean,558
422,22636,rejected,2,0.02,0.00020729862834965426,0.0010914035922397634,0.08563786745071411,10,mean,364
423,6305,rejected,6,0.06,0.00027151431470598647,0.0011337268451210264,0.08457854390144348,3,mean,161
424,8830,tentative,37,0.37,0.0007919919590497082,0.0035649613817040054,0.10811179876327515,4,mean,382
425,22480,rejected,0,0.0,0.0001450126446339885,0.0008165027041262143,0.07238887250423431,10,mean,208
426,20909,rejected,28,0.28,0.0006253006351336343,0.0021901340241961263,0.11317974328994751,10,max,173
427,6434,rejected,13,0.13,0.00041555629600515087,0.0018624487745794965,0.08336834609508514,3,mean,290
428,19420,rejected,2,0.02,0.0001920196353929449,0.0010005931819659435,0.11430486291646957,9,min,220
429,13300,rejected,11,0.11,0.00037213550781849125,0.0017253173548223853,0.06843610107898712,6,mean,244
430,6196,tentative,64,0.64,0.0013169623361967383,0.003564681356026258,0.07782912999391556,3,mean,52
431,15701,tentative,37,0.37,0.0007290600621446243,0.003176567571695908,0.11952020972967148,7,mean,341
432,4418,rejected,1,0.01,0.00022879328542517517,0.0009865271296285731,0.06931997090578079,2,mean,578
433,9764,rejected,9,0.09,0.0002773261332904032,0.002163963927436087,0.12322303652763367,5,max,548
434,677,tentative,35,0.35,0.0006936273187404712,0.0023489622337843304,0.1220422312617302,1,max,677
435,11104,rejected,20,0.2,0.0005818716574448389,0.0024843368112215003,0.09205610305070877,5,mean,352
436,6505,rejected,25,0.25,0.0006237529088926696,0.0023640470476686153,0.08062132447957993,3,mean,361
437,15404,tentative,42,0.42,0.0008872672882385518,0.0029426590819163624,0.071931391954422,7,mean,44
438,17378,confirmed,87,0.87,0.00305039576170153,0.008518413999316403,0.14050351083278656,8,min,482
439,15971,rejected,3,0.03,0.0002518722102467973,0.0015767240677246365,0.09107249230146408,7,mean,611
440,4243,confirmed,96,0.96,0.004448945267632715,0.01135041290760654,0.13008922338485718,2,mean,403
441,13225,rejected,4,0.04,0.00022601428708211833,0.001062222627880774,0.06817438453435898,6,mean,169
442,25211,rejected,12,0.12,0.0004274459783555298,0.0016042020867296836,0.10188861191272736,11,mean,635
443,6245,rejected,28,0.28,0.0005964743547276501,0.002424370850230921,0.08821365237236023,3,mean,101
444,386,rejected,17,0.17,0.00042660621282633837,0.0018618206067777274,0.10589366406202316,1,max,386
445,11151,rejected,26,0.26,0.0005403197773957649,0.0024069947563991247,0.11095551401376724,5,mean,399
446,20273,rejected,3,0.03,0.0002694284423433325,0.0012676023160273983,0.07457204908132553,9,mean,305
447,15985,rejected,14,0.14,0.0004479546714969636,0.0021545755740701895,0.10448110848665237,7,mean,625
448,13480,confirmed,95,0.95,0.0031550176335208907,0.009172417519505635,0.10615011304616928,6,mean,424
449,1901,rejected,11,0.11,0.00038552953041994144,0.0021117119073117254,0.06976775825023651,1,mean,365
450,24680,rejected,8,0.08,0.0003832622055559909,0.0016821903651288456,0.08300391584634781,11,mean,104
451,11404,rejected,18,0.18,0.00047779715327335453,0.002316122960816182,0.07059691846370697,5,mean,652
452,2002,rejected,8,0.08,0.00031731838251268166,0.002004646041316154,0.0624234639108181,1,mean,466
453,6508,tentative,44,0.44,0.0010988593061810625,0.004184632469311924,0.12819604575634003,3,mean,364
454,650,rejected,19,0.19,0.0004955099892388636,0.002284895472767015,0.11069558560848236,1,max,650
455,20843,rejected,0,0.0,0.00013765777947935144,0.0006856064038410378,0.09606616199016571,10,max,107
456,4046,rejected,23,0.23,0.0005610204590314506,0.0020768955961355156,0.07786615192890167,2,mean,206
457,16102,tentative,39,0.39,0.0008313612571918031,0.002877074338386317,0.11607398837804794,7,mean,742
458,23911,rejected,32,0.32,0.0007532380853508793,0.003186604469378944,0.11513442546129227,11,min,103
459,2115,rejected,8,0.08,0.00027632563959033025,0.001850999708153148,0.07000523805618286,1,mean,579
460,22604,confirmed,90,0.9,0.0025751219234739125,0.007202821017830307,0.10278790444135666,10,mean,332
461,3720,rejected,6,0.06,0.0002930992968909965,0.0012645847412268221,0.1176285669207573,2,min,648
462,6865,tentative,42,0.42,0.000735464447504372,0.0026170200082033927,0.07616205513477325,3,mean,721
463,1534,rejected,12,0.12,0.00045146185423615605,0.0023922758997900985,0.11052466928958893,1,min,766
464,1398,rejected,13,0.13,0.00034216170430526006,0.0013848214110995655,0.13299478590488434,1,min,630
465,8683,rejected,5,0.05,0.0002922958792334787,0.001824232713558315,0.10619089007377625,4,mean,235
466,4266,rejected,18,0.18,0.00047866655084444475,0.002302045293084574,0.07068157196044922,2,mean,426
467,12577,rejected,33,0.33,0.0007275099742932442,0.002817062988901078,0.09904605150222778,6,min,289
468,21474,rejected,24,0.24,0.0004957440755479019,0.0026590523283044278,0.10644837468862534,10,max,738
469,24911,rejected,12,0.12,0.0003811354936145346,0.001333205944276421,0.08160950988531113,11,mean,335
470,1816,rejected,9,0.09,0.00032839448598499457,0.0019499438731139791,0.058948226273059845,1,mean,280
471,4517,rejected,16,0.16,0.0004726910674514153,0.0027469482386057275,0.09826717525720596,2,mean,677
472,141,rejected,14,0.14,0.0004260033049951705,0.0020790827246243626,0.09755408763885498,1,max,141
473,1852,rejected,2,0.02,0.00015747236081404913,0.0013768218352950379,0.0726783499121666,1,mean,316
474,1865,rejected,3,0.03,0.00022282816202482729,0.0022668201534627465,0.09969055652618408,1,mean,329
475,25732,tentative,50,0.5,0.0009471413422691343,0.0035602012838610803,0.09741660207509995,12,max,388
476,7563,tentative,38,0.38,0.0007907728672126876,0.003018078876387108,0.1327701359987259,4,max,651
477,10983,rejected,14,0.14,0.0004090420672235547,0.0024098223489401466,0.11123845726251602,5,mean,231
478,18405,rejected,0,0.0,0.00011801283761316495,0.0008412405711561963,0.0809205025434494,8,mean,741
479,6353,confirmed,94,0.94,0.0035158532717449566,0.008640254540299252,0.11657651513814926,3,mean,209
480,21399,rejected,9,0.09,0.00041271948017486697,0.00198093902515194,0.09926266223192215,10,max,663
481,8808,tentative,47,0.47,0.0010766844188446856,0.0034856098449552986,0.08982759714126587,4,mean,360
482,20538,rejected,14,0.14,0.00048109268297641736,0.002633200648766145,0.07984853535890579,9,mean,570
483,13439,confirmed,92,0.92,0.0028503312197030433,0.007255541898972474,0.12962795794010162,6,mean,383
484,20322,rejected,2,0.02,0.0001793210831324181,0.0011961412602634054,0.07720182836055756,9,mean,354
485,19994,tentative,44,0.44,0.0009313365001026379,0.004143772890110227,0.09583540260791779,9,mean,26
486,4022,rejected,1,0.01,0.0001379792218454826,0.0009804235760401982,0.07617518305778503,2,mean,182
487,22221,rejected,30,0.3,0.0006252097078525664,0.00218369798675558,0.1323082149028778,10,min,717
488,6348,rejected,4,0.04,0.00022036084648055634,0.0009439205889839582,0.06500320881605148,3,mean,204
489,15505,rejected,30,0.3,0.0005509665137679844,0.0024563698031014464,0.09658930450677872,7,mean,145
490,4491,confirmed,94,0.94,0.0034768433089250516,0.008067555883962997,0.121303029358387,2,mean,651
491,20630,rejected,1,0.01,0.00015481285201422043,0.0009837837187303912,0.0804157629609108,9,mean,662
492,26938,tentative,60,0.6,0.001201300993681092,0.0037371824174144857,0.08781863003969193,12,mean,58
493,13553,rejected,17,0.17,0.00040515640271491203,0.0025269814830814895,0.10712751001119614,6,mean,497
494,23993,confirmed,82,0.82,0.002420165886797708,0.008223412169931665,0.12309844046831131,11,min,185
495,18709,tentative,47,0.47,0.0008969599026843381,0.0025971289832163024,0.09803687036037445,9,max,277
496,16702,rejected,15,0.15,0.0005044843316120112,0.0014431759866491752,0.10107611119747162,8,max,574
497,17914,rejected,8,0.08,0.0003128474213833602,0.0015549328154773829,0.08302716910839081,8,mean,250
498,2227,rejected,6,0.06,0.0002523823036851184,0.001844989543322677,0.06732127815485,1,mean,691
499,15174,rejected,21,0.21,0.0004989811291866003,0.00160699468542536,0.14586737751960754,7,min,582
500,16032,rejected,5,0.05,0.00029528232989825944,0.0014575191175106594,0.08118660002946854,7,mean,672
501,8488,confirmed,99,0.99,0.005104027296057498,0.010720193284951645,0.10571624338626862,4,mean,40
502,18885,rejected,2,0.02,0.00013530362604604262,0.0009682717067635092,0.08147898316383362,9,max,453
503,6824,rejected,4,0.04,0.00027032446952190514,0.0012694087106216634,0.06502470374107361,3,mean,680
504,22559,rejected,6,0.06,0.0002874333069638791,0.0013999938998035468,0.07213322073221207,10,mean,287
505,5208,rejected,8,0.08,0.00029431968697916596,0.0015950118436921389,0.13338994979858398,3,max,600
506,2034,rejected,11,0.11,0.0003990669314280073,0.0015603128683162443,0.09724133461713791,1,mean,498
507,1742,rejected,21,0.21,0.0005406844623713713,0.002383431811639016,0.07708601653575897,1,mean,206
508,24679,rejected,29,0.29,0.0006473356343620553,0.003510861352541281,0.0853685587644577,11,mean,103
509,27165,rejected,16,0.16,0.0004710942960289695,0.0019109679872114918,0.08583997935056686,12,mean,285
510,9877,confirmed,69,0.69,0.0016800516363689824,0.00660253378205602,0.11847466975450516,5,max,661
511,9457,rejected,34,0.34,0.0007590726286515489,0.0031125869637379784,0.1320563554763794,5,max,241
512,26999,rejected,7,0.07,0.0003047487469073813,0.0014143489977874297,0.1033157929778099,12,mean,119
513,1555,tentative,65,0.65,0.0013939407466803345,0.00402273051875883,0.12081310153007507,1,mean,19
514,12086,rejected,21,0.21,0.00045500013271041704,0.0028723271675779012,0.09134027361869812,6,max,566
515,11354,rejected,19,0.19,0.0005504999826137934,0.002378050693354223,0.08275796473026276,5,mean,602
516,1682,rejected,3,0.03,0.00017142946504780665,0.0014580079046790644,0.07595454901456833,1,mean,146
517,18933,rejected,31,0.31,0.0006619657682881663,0.0025749193229573676,0.10080999881029129,9,max,501
518,27206,rejected,4,0.04,0.0002736481594715374,0.0014809283744878934,0.06699486821889877,12,mean,326
519,1525,rejected,23,0.23,0.000537062594542967,0.002431864467658664,0.10645004361867905,1,min,757
520,6164,rejected,12,0.12,0.0004544841135283646,0.0015387129847993868,0.07209112495183945,3,mean,20
521,7444,rejected,3,0.03,0.00020543547743280812,0.0010868126760868455,0.10004764050245285,4,max,532
522,23842,rejected,2,0.02,0.000177045040562382,0.0009084189573627557,0.10533540695905685,11,min,34
523,22495,rejected,0,0.0,0.00011273138398335842,0.0007790467195705878,0.06635671854019165,10,mean,223
524,6597,rejected,3,0.03,0.00025514876524372604,0.0017332596170260947,0.08731698244810104,3,mean,453
525,24418,rejected,3,0.03,0.0003018874207021777,0.0012916964236753862,0.11727120727300644,11,min,610
526,15798,rejected,3,0.03,0.0002064229736102489,0.0010118171530899983,0.06437798589468002,7,mean,438
527,8800,tentative,48,0.48,0.001106528559638606,0.005526441654885023,0.10386985540390015,4,mean,352
528,13251,confirmed,82,0.82,0.0018163334182626995,0.00523488458479677,0.05888799577951431,6,mean,195
529,17847,rejected,31,0.31,0.0006140216435198672,0.0025912910084353123,0.09879190474748611,8,mean,183
530,22807,rejected,1,0.01,0.00016731618024797606,0.0009544283923966059,0.0629667267203331,10,mean,535
531,10408,confirmed,79,0.79,0.001967560534165615,0.008160913984315683,0.10660667717456818,5,min,424
532,4193,rejected,6,0.06,0.00021531062457599118,0.0012921981044426711,0.05950050801038742,2,mean,353
533,24699,rejected,8,0.08,0.00035211977637740303,0.0014995787961739131,0.09969039261341095,11,mean,123
534,12456,confirmed,95,0.95,0.003381179982115335,0.010971970339444609,0.14236056804656982,6,min,168
535,20179,rejected,3,0.03,0.00026313318607916513,0.0011251171882745235,0.07253739982843399,9,mean,211
536,2881,confirmed,78,0.78,0.0016461530771807262,0.004491590499283163,0.13383570313453674,2,max,577
537,24666,rejected,8,0.08,0.00029084445280552355,0.0015891276364211168,0.08856512606143951,11,mean,90
538,9194,rejected,17,0.17,0.0003694094627273044,0.0017577862325035512,0.08388114720582962,4,mean,746
539,1353,rejected,23,0.23,0.0005229851107128102,0.002330309031959692,0.09700293093919754,1,min,585
540,22838,rejected,10,0.1,0.00029911912289156783,0.0014653945722584202,0.08657865226268768,10,mean,566
541,10696,rejected,30,0.3,0.0006989428056403294,0.003672581873728332,0.11493348330259323,5,min,712
542,6880,tentative,55,0.55,0.0012076649697072164,0.004729953931049821,0.10940367728471756,3,mean,736
543,8484,rejected,3,0.03,0.00023095514051156687,0.0014606352393382452,0.05805434286594391,4,mean,36
544,22449,rejected,8,0.08,0.0003155211456331256,0.0015150050920511608,0.06159739941358566,10,mean,177
545,1460,confirmed,93,0.93,0.0028103306209825013,0.006298105399613054,0.11481477320194244,1,min,692
546,10641,tentative,44,0.44,0.0009461780478737236,0.003909192551775321,0.11964335292577744,5,min,657
547,6259,rejected,3,0.03,0.00020525206959905295,0.00112577370714495,0.11285760998725891,3,mean,115
548,6777,rejected,11,0.11,0.00037611050722053123,0.0016348934567801824,0.06676853448152542,3,mean,633
549,6661,rejected,12,0.12,0.00038208162025858456,0.001586587822532242,0.06438114494085312,3,mean,517
550,9209,rejected,29,0.29,0.0006937724326908658,0.002444208244556285,0.07410787791013718,4,mean,761
551,13820,tentative,43,0.43,0.0008826742229835478,0.003284191416489049,0.1211465522646904,6,mean,764
552,5546,rejected,28,0.28,0.0006447797447160463,0.002746402312035606,0.12216819822788239,3,min,170
553,25435,rejected,8,0.08,0.00044716626836049825,0.0018009440519944767,0.10497203469276428,12,max,91
554,4265,confirmed,69,0.69,0.0014471633818934323,0.004087835968821705,0.06100783124566078,2,mean,425
555,20532,rejected,32,0.32,0.0007158656215950375,0.002785127669763136,0.07319121062755585,9,mean,564
556,22497,tentative,65,0.65,0.0013385996910699651,0.004188060652471763,0.08091665059328079,10,mean,225
557,13572,rejected,19,0.19,0.0004889212242372377,0.002055920394073208,0.12409177422523499,6,mean,516
558,443,rejected,8,0.08,0.00025909972968779374,0.001970516038637159,0.12884141504764557,1,max,443
559,7112,rejected,2,0.02,0.0002060909744104545,0.0013253419368272872,0.10152885317802429,4,max,200
560,25227,tentative,57,0.57,0.0010696986784641085,0.0030845123126120293,0.100701704621315,11,mean,651
561,18033,rejected,5,0.05,0.0002636914665921895,0.0013629270772955,0.061818961054086685,8,mean,369
562,6530,confirmed,79,0.79,0.0016889138111367452,0.003912215983828422,0.12006118893623352,3,mean,386
563,865,rejected,9,0.09,0.0003620063782763133,0.001465375676807119,0.10646439343690872,1,min,97
564,20081,rejected,12,0.12,0.0004071025353165333,0.0015591031941630468,0.10033216327428818,9,mean,113
565,20028,rejected,15,0.15,0.0004933258657952258,0.0021343420727916707,0.09232731908559799,9,mean,60
566,3433,tentative,54,0.54,0.0010371250313022926,0.003474818448996696,0.10487353801727295,2,min,361
